cases_methyl,sample_type,cg00632019,cg00636124,cg01755539,cg02411582,cg02871891,cg03101936,cg06329197,cg07361448,cg08572679,cg09140090,cg09632858,cg10214171,cg10221365,cg16752029,cg24206694,cg24705286,cg27118526
TCGA-DD-AACI-01A-11D-A40S-05,Primary Tumor,0.8754517,0.01767069,0.017447666,0.40500583,0.551676353,0.363603673,0.042029933,0.871903671,0.020435731,0.013562588,0.941593968,0.070052864,0.858522642,0.051756674,0.047974068,0.085514612,0.018141135
TCGA-DD-AACJ-01A-11D-A40S-05,Primary Tumor,0.772772774,0.012771853,0.015224863,0.445576192,0.722349013,0.371826348,0.029981596,0.946632489,0.017215334,0.012171971,0.947539731,0.044053212,0.598815455,0.048397394,0.041924265,0.081630957,0.019058261
TCGA-DD-AACK-01A-11D-A40S-05,Primary Tumor,0.801957722,0.173977176,0.016222193,0.561205289,0.315630666,0.291786963,0.031090112,0.90733619,0.021222835,0.012659719,0.936162179,0.042256222,0.568587391,0.036220162,0.027986585,0.065148168,0.021991282
TCGA-DD-AACL-01A-11D-A40S-05,Primary Tumor,0.733592843,0.029474392,0.022182686,0.710315006,0.903236964,0.794457708,0.042607837,0.927934429,0.021356601,0.012878919,0.935657068,0.047818582,0.899010236,0.049599877,0.033451773,0.07958148,0.033241587
TCGA-DD-AACM-01A-11D-A40S-05,Primary Tumor,0.880597434,0.06817094,0.013228454,0.615281447,0.44208034,0.349514445,0.03500164,0.920161223,0.01878885,0.01508027,0.933377569,0.043752804,0.765901192,0.067316008,0.025056143,0.059969552,0.022123447
TCGA-DD-AACN-01A-11D-A40S-05,Primary Tumor,0.82662436,0.0155797,0.017829466,0.719632949,0.84140077,0.733788706,0.030380768,0.941332442,0.022217083,0.014677116,0.942183024,0.049235198,0.822265777,0.043652985,0.044054567,0.068137616,0.016645334
TCGA-DD-AACO-01A-11D-A40S-05,Primary Tumor,0.839014877,0.066385315,0.017374579,0.691849984,0.792259855,0.236319297,0.049562385,0.932769196,0.019324949,0.012751339,0.940271695,0.053176388,0.730823955,0.043719619,0.026984439,0.092351936,0.015912433
TCGA-DD-AACP-01A-11D-A40S-05,Primary Tumor,0.858795024,0.03919591,0.020528017,0.395126387,0.893930388,0.718375264,0.029419337,0.932569893,0.02297418,0.013834715,0.933799889,0.051064831,0.792485946,0.051186669,0.046351166,0.138376472,0.020921902
TCGA-DD-AACQ-01A-11D-A40S-05,Primary Tumor,0.875430287,0.026705512,0.015304431,0.725795397,0.840512433,0.451524207,0.053510381,0.933548688,0.019443643,0.011569726,0.944417225,0.069977747,0.869355313,0.070310796,0.086129965,0.140546845,0.030039056
TCGA-DD-AACS-01A-11D-A40S-05,Primary Tumor,0.879733394,0.036544343,0.011841325,0.835902371,0.93214085,0.532887617,0.050251398,0.928875535,0.013733276,0.009105872,0.946625416,0.057142644,0.535359121,0.076329289,0.078979522,0.087648924,0.019221173
TCGA-DD-AACT-01A-11D-A40S-05,Primary Tumor,0.842364562,0.035419476,0.017063382,0.792885666,0.91932379,0.386534,0.038338818,0.922470409,0.018032111,0.012329938,0.934852204,0.063930104,0.860596168,0.052743731,0.076177149,0.100963498,0.02403119
TCGA-DD-AACU-01A-11D-A40S-05,Primary Tumor,0.739663408,0.016442218,0.018302294,0.655268655,0.897906198,0.680069371,0.033280628,0.924653367,0.02154342,0.013110159,0.938173409,0.035022999,0.922475818,0.037142057,0.023630379,0.061197147,0.015767812
TCGA-DD-AACV-01A-11D-A40S-05,Primary Tumor,0.848710132,0.050095654,0.01658568,0.61379171,0.760088931,0.132672688,0.034504666,0.893258117,0.018424323,0.012305713,0.934906625,0.06877564,0.663797116,0.054844541,0.035276882,0.08361711,0.017271405
TCGA-DD-AACW-01A-11D-A40S-05,Primary Tumor,0.8110671,0.023688359,0.0195867,0.798713584,0.916791104,0.866296758,0.061393112,0.945474636,0.026528016,0.012394989,0.93565703,0.060656302,0.861771967,0.046872289,0.049955579,0.068943582,0.018359966
TCGA-DD-AACX-01A-11D-A40S-05,Primary Tumor,0.828382535,0.020822514,0.015387408,0.888884281,0.938480137,0.517193122,0.029819603,0.934377671,0.021948916,0.01156514,0.958759477,0.07752096,0.602053684,0.059804277,0.050611749,0.079161805,0.017801747
TCGA-DD-AACY-01A-11D-A40S-05,Primary Tumor,0.821006545,0.050498668,0.015166063,0.54157229,0.420549021,0.271132361,0.034839967,0.932098986,0.021426647,0.013864352,0.947875605,0.057971384,0.628206034,0.041973613,0.039095018,0.104362956,0.018063586
TCGA-DD-AACZ-01A-11D-A40S-05,Primary Tumor,0.803367125,0.050894643,0.021142003,0.514663004,0.869005755,0.64590064,0.025615957,0.909698907,0.021038699,0.015041341,0.920929532,0.046050467,0.909460772,0.033934296,0.025698381,0.08213345,0.017719822
TCGA-DD-AAD0-01A-11D-A40S-05,Primary Tumor,0.816045459,0.096627697,0.016387429,0.666668058,0.942443983,0.156025252,0.036541542,0.937209657,0.021173451,0.013298096,0.932854212,0.053411415,0.197723535,0.057312646,0.033245303,0.133450342,0.01871067
TCGA-DD-AAD1-01A-11D-A40S-05,Primary Tumor,0.673206693,0.014867137,0.014585973,0.729588548,0.911833069,0.721798801,0.029947062,0.937708437,0.016774953,0.011790273,0.951034722,0.058707746,0.901028967,0.05417515,0.063741117,0.117855255,0.015889643
TCGA-DD-AAD2-01A-11D-A40S-05,Primary Tumor,0.742511815,0.056249625,0.015678211,0.655064793,0.837983766,0.642799026,0.025079303,0.929693411,0.017450921,0.011818961,0.940627765,0.056914617,0.905391604,0.059955535,0.030110439,0.057121267,0.018199709
TCGA-DD-AAD3-01A-11D-A40S-05,Primary Tumor,0.864571035,0.112186508,0.016692696,0.746126089,0.853953544,0.421887228,0.048478726,0.923885493,0.016609524,0.013080343,0.948313042,0.051267691,0.68200455,0.044651185,0.093575241,0.083682281,0.014486238
TCGA-DD-AAD5-01A-11D-A40S-05,Primary Tumor,0.894876481,0.047813022,0.016568564,0.648090374,0.610093561,0.455058658,0.036560443,0.887325898,0.019424081,0.012531961,0.934057535,0.056964002,0.530197515,0.054745744,0.038696611,0.091807446,0.023494779
TCGA-DD-AAD6-01A-11D-A40S-05,Primary Tumor,0.847780748,0.047190773,0.015453268,0.530896617,0.899915948,0.195580355,0.149963886,0.938969341,0.01865473,0.012002212,0.934185698,0.0585437,0.455267817,0.049591076,0.028270292,0.109768895,0.017944887
TCGA-DD-AAD8-01A-11D-A40S-05,Primary Tumor,0.765813152,0.027771639,0.016635569,0.713448375,0.908597618,0.168342579,0.027559878,0.924454281,0.020823377,0.011668347,0.938235169,0.045041441,0.717695187,0.062184815,0.033495474,0.06421074,0.016562357
TCGA-DD-AADA-01A-11D-A40S-05,Primary Tumor,0.734185178,0.014419776,0.017142267,0.697561581,0.896714599,0.811762962,0.02996017,0.93413831,0.017758187,0.014505401,0.938334105,0.043147558,0.906668555,0.052939603,0.074489077,0.070124755,0.019466412
TCGA-DD-AADB-01A-11D-A40S-05,Primary Tumor,0.799164956,0.023134549,0.015901328,0.638836041,0.817628758,0.713490984,0.035926323,0.933765401,0.017351188,0.013347726,0.935613843,0.04321872,0.908153783,0.045077271,0.03666939,0.087212156,0.017219128
TCGA-DD-AADC-01A-11D-A40S-05,Primary Tumor,0.852152867,0.081626576,0.015743147,0.432269246,0.671250673,0.661474212,0.062016802,0.871592874,0.015651479,0.010094326,0.901688572,0.071037899,0.811631346,0.110496833,0.059099521,0.090028906,0.016678429
TCGA-DD-AADD-01A-11D-A40S-05,Primary Tumor,0.834555248,0.014131923,0.01555146,0.62608818,0.852209037,0.378379261,0.023079912,0.917203028,0.01673961,0.012835918,0.94655832,0.03438913,0.488681683,0.03723025,0.018323362,0.057893442,0.015776575
TCGA-DD-AADE-01A-11D-A40S-05,Primary Tumor,0.760899041,0.027320724,0.017310526,0.756759547,0.91830525,0.458323787,0.076779,0.92751232,0.022727639,0.012406779,0.941845315,0.044219508,0.882173026,0.050236574,0.084324835,0.071385526,0.016764383
TCGA-DD-AADF-01A-11D-A40S-05,Primary Tumor,0.797020057,0.015816944,0.015046897,0.629128468,0.813610573,0.182043524,0.030955755,0.876884767,0.019094095,0.012067283,0.946674651,0.066152558,0.921242273,0.039293444,0.03337984,0.069341861,0.019219246
TCGA-DD-AADG-01A-11D-A40S-05,Primary Tumor,0.870330836,0.083577813,0.017851216,0.800298593,0.909798131,0.460532021,0.033481384,0.88789158,0.024243795,0.014496144,0.942468446,0.063553696,0.393991151,0.064891113,0.041117903,0.085925533,0.029255743
TCGA-DD-AADI-01A-11D-A40S-05,Primary Tumor,0.72723667,0.04407787,0.022601084,0.810212204,0.887848668,0.700960997,0.032344181,0.908755298,0.027941271,0.015037318,0.930607036,0.044039273,0.923275093,0.064996546,0.035997125,0.079158223,0.019310985
TCGA-DD-AADJ-01A-11D-A40S-05,Primary Tumor,0.768578774,0.015723339,0.02196542,0.790875899,0.908851904,0.825310445,0.027140837,0.910808104,0.027438504,0.01623165,0.93344583,0.046358096,0.861580561,0.043750135,0.036116128,0.056114736,0.018031675
TCGA-DD-AADK-01A-11D-A40S-05,Primary Tumor,0.864805084,0.035360114,0.01616635,0.743069243,0.878269592,0.804273777,0.031173805,0.942190556,0.019794219,0.012194836,0.929490467,0.049748332,0.790452657,0.052984021,0.028006662,0.097693895,0.015448163
TCGA-DD-AADL-01A-11D-A40S-05,Primary Tumor,0.81431269,0.042438855,0.017335181,0.781208949,0.868492845,0.402141378,0.037513062,0.953171833,0.021986003,0.013162342,0.957798175,0.063515455,0.909873695,0.062317314,0.045252351,0.079899694,0.018385172
TCGA-DD-AADM-01A-11D-A40S-05,Primary Tumor,0.793864542,0.095484061,0.017939956,0.774994618,0.849897449,0.594085546,0.026046169,0.929349775,0.024179018,0.013396533,0.924535577,0.045797641,0.871025835,0.04768053,0.026689549,0.102049337,0.017830827
TCGA-DD-AADN-01A-11D-A40S-05,Primary Tumor,0.807101279,0.019701867,0.013137298,0.805626199,0.919224437,0.76107633,0.022461692,0.903430636,0.021468372,0.01223201,0.939433491,0.037278296,0.736925664,0.06032623,0.043572569,0.067103773,0.015030472
TCGA-DD-AADO-01A-11D-A40S-05,Primary Tumor,0.871354049,0.058303603,0.014889794,0.722469459,0.929446684,0.791849972,0.038410803,0.931423874,0.021604318,0.012378841,0.934418415,0.056098015,0.85252387,0.053344009,0.045812251,0.114332414,0.020264821
TCGA-DD-AADP-01A-11D-A39G-05,Primary Tumor,0.822419204,0.028514189,0.023233352,0.764176095,0.902452067,0.456393504,0.031014134,0.939018596,0.021834984,0.013834762,0.94085698,0.029625429,0.935507183,0.042595947,0.061269225,0.086234581,0.019250782
TCGA-DD-AADQ-01A-11D-A40S-05,Primary Tumor,0.784390305,0.029156161,0.016410422,0.72456004,0.892870598,0.240143831,0.028134533,0.916505167,0.020375242,0.012144302,0.937955934,0.046219576,0.918506691,0.079218126,0.047773313,0.086490083,0.016764838
TCGA-DD-AADR-01A-11D-A40S-05,Primary Tumor,0.826190322,0.021145532,0.01683896,0.770162479,0.888446053,0.564867215,0.030838501,0.926996616,0.019548668,0.012116037,0.928115203,0.030542512,0.700200102,0.038769982,0.026091129,0.10047909,0.017169341
TCGA-DD-AADS-01A-11D-A40S-05,Primary Tumor,0.889520287,0.01525415,0.015550004,0.835243655,0.908351933,0.51711519,0.033613939,0.933533055,0.019744098,0.012671744,0.94664744,0.066683421,0.651782431,0.053491531,0.031717373,0.062895993,0.021497163
TCGA-DD-AADU-01A-11D-A40S-05,Primary Tumor,0.726377533,0.034060822,0.020658006,0.678546674,0.902706738,0.316475582,0.035652849,0.914006975,0.020501084,0.013723626,0.923218748,0.03826686,0.268447768,0.041376243,0.024857727,0.115506408,0.019668854
TCGA-DD-AADV-01A-11D-A39G-05,Primary Tumor,0.879083355,0.192376814,0.016288191,0.683367041,0.814555589,0.295409547,0.044368932,0.81991091,0.016880427,0.011428308,0.916623102,0.02714489,0.343822217,0.064584315,0.13829159,0.127309012,0.017529511
TCGA-DD-AADW-01A-11D-A39G-05,Primary Tumor,0.878831868,0.052840694,0.01755101,0.794334987,0.745575618,0.826330832,0.03163791,0.938668511,0.019985545,0.012483059,0.934245516,0.026666928,0.910672884,0.056641706,0.045840328,0.069069346,0.019429213
TCGA-DD-AADY-01A-11D-A40S-05,Primary Tumor,0.692990267,0.087641104,0.01890999,0.770258752,0.915447762,0.863201173,0.033807322,0.928626346,0.021291477,0.014803904,0.944226207,0.048490385,0.89096032,0.038022103,0.032628587,0.06543796,0.017462972
TCGA-DD-AAE0-01A-11D-A40S-05,Primary Tumor,0.793355169,0.093151596,0.019109269,0.661252705,0.879212502,0.81483715,0.045836837,0.941955294,0.023643593,0.013464104,0.944636931,0.048233691,0.862286568,0.04301508,0.03228652,0.133636428,0.017281604
TCGA-DD-AAE1-01A-11D-A40S-05,Primary Tumor,0.694316029,0.085281945,0.020465618,0.791895457,0.929253065,0.866216377,0.029760411,0.925615437,0.023160866,0.017399979,0.940909323,0.045834897,0.906733148,0.051804241,0.03993659,0.061599899,0.023458792
TCGA-DD-AAE2-01A-11D-A40S-05,Primary Tumor,0.811216803,0.013911559,0.017884694,0.419201979,0.420231732,0.290015374,0.033781074,0.821564375,0.018715493,0.013920658,0.929125263,0.048960351,0.462696321,0.049074503,0.032216178,0.08012509,0.016302445
TCGA-DD-AAE3-01A-11D-A40S-05,Primary Tumor,0.849571453,0.042906536,0.014775055,0.583479707,0.341890801,0.225019768,0.030578539,0.864702012,0.014188954,0.01073176,0.931507385,0.044800363,0.572261835,0.042286405,0.025882412,0.108387907,0.014746456
TCGA-DD-AAE4-01A-11D-A40S-05,Primary Tumor,0.85875663,0.12492467,0.015112875,0.38749493,0.777492952,0.234916696,0.03526765,0.871559029,0.017381524,0.011391122,0.92650309,0.0656934,0.861239549,0.047359241,0.039476489,0.068968958,0.016370649
TCGA-DD-AAE6-01A-11D-A40S-05,Primary Tumor,0.908240593,0.07494069,0.015863216,0.586059246,0.880696644,0.393635553,0.049514357,0.862845294,0.018250291,0.010831412,0.942163738,0.046477032,0.724892689,0.059222322,0.036260308,0.090215161,0.021948247
TCGA-DD-AAE7-01A-11D-A40S-05,Primary Tumor,0.870881666,0.090273195,0.016348994,0.742737533,0.84632446,0.455744135,0.044408286,0.924363922,0.01995875,0.015327439,0.933809449,0.043625954,0.716124575,0.042663661,0.035832125,0.062391755,0.022814891
TCGA-DD-AAE8-01A-11D-A40S-05,Primary Tumor,0.731438404,0.011271396,0.017808389,0.732485326,0.854673484,0.597383152,0.036122249,0.941914236,0.021186719,0.012582057,0.947816998,0.056568763,0.6048176,0.054918725,0.028655275,0.077102596,0.015772766
TCGA-DD-AAE9-01A-11D-A40S-05,Primary Tumor,0.869074983,0.055925826,0.015560864,0.818008752,0.904847274,0.527560169,0.037855467,0.911757258,0.020817805,0.0109028,0.931385732,0.047215162,0.354134375,0.04278131,0.03650134,0.145415509,0.017853423
TCGA-DD-AAEA-01A-11D-A40S-05,Primary Tumor,0.829148534,0.031881449,0.017136724,0.677130874,0.922835865,0.53772353,0.048253054,0.913989627,0.017248061,0.013105242,0.948733492,0.05620677,0.622402648,0.045119269,0.04349907,0.109755702,0.015408194
TCGA-DD-AAEB-01A-11D-A40S-05,Primary Tumor,0.807378611,0.014578553,0.017340163,0.702995965,0.901987531,0.223874149,0.046104746,0.929300036,0.018336978,0.0125313,0.925948393,0.03691047,0.530619117,0.044359556,0.063621473,0.063646603,0.017601957
TCGA-DD-AAED-01A-12D-A40S-05,Primary Tumor,0.712780863,0.032985023,0.021993539,0.839052914,0.901307672,0.597956456,0.038916086,0.928258634,0.022559267,0.016957088,0.935422355,0.054038038,0.928114373,0.05295829,0.027453686,0.068156514,0.021499106
TCGA-DD-AAEE-01A-11D-A40S-05,Primary Tumor,0.833798022,0.015661068,0.01379107,0.788611368,0.775661002,0.351413576,0.041573379,0.919592445,0.020827211,0.012143603,0.935149656,0.043112903,0.57028354,0.05119347,0.031334872,0.080839032,0.016004095
TCGA-DD-AAEG-01A-11D-A39G-05,Primary Tumor,0.849499277,0.027544417,0.01810091,0.668723721,0.887501844,0.431528408,0.035230987,0.912717281,0.021297172,0.011789279,0.916662523,0.022666351,0.883659476,0.063705269,0.030434913,0.071165031,0.01978184
TCGA-DD-AAEH-01A-11D-A40S-05,Primary Tumor,0.829648441,0.031260518,0.014539994,0.723032881,0.926877771,0.416186205,0.042929698,0.933176507,0.020419234,0.01526881,0.947916213,0.062955682,0.933414665,0.057914204,0.070179592,0.099468799,0.020065911
TCGA-DD-AAEI-01A-11D-A40S-05,Primary Tumor,0.878186461,0.075074363,0.01562735,0.80443104,0.930269699,0.516640194,0.034814638,0.938521987,0.020500949,0.012831951,0.949276232,0.055940964,0.832815793,0.098330817,0.055326251,0.10715537,0.016745514
TCGA-DD-AAEK-01A-11D-A40S-05,Primary Tumor,0.754821165,0.014278245,0.015519636,0.688979192,0.879815613,0.540141988,0.043520814,0.929167136,0.017465223,0.014122642,0.940013258,0.056329124,0.673324142,0.040416812,0.067489993,0.103208704,0.018027821
TCGA-DD-AAVP-01A-11D-A40S-05,Primary Tumor,0.701188409,0.021332408,0.013455108,0.531366953,0.698249707,0.321202204,0.022531727,0.914224814,0.020262147,0.011235347,0.942698734,0.041871533,0.235516696,0.055491205,0.026478341,0.056055617,0.015632117
TCGA-DD-AAVQ-01A-11D-A40S-05,Primary Tumor,0.742290526,0.093612525,0.015071232,0.651365669,0.900954365,0.772476083,0.032932882,0.930737301,0.019015763,0.013965484,0.937506865,0.042379559,0.865696389,0.053234957,0.033593331,0.126717777,0.014854906
TCGA-DD-AAVR-01A-11D-A40S-05,Primary Tumor,0.814453194,0.038756872,0.018708411,0.704087724,0.888617105,0.673239328,0.024941189,0.920282662,0.020869365,0.013594246,0.92907441,0.047356452,0.908324986,0.056500014,0.033439416,0.104353746,0.023077863
TCGA-DD-AAVS-01A-11D-A40S-05,Primary Tumor,0.736221607,0.015430407,0.018437003,0.798199989,0.886820637,0.758318219,0.026092995,0.92465889,0.023801321,0.016139876,0.925471749,0.049586631,0.928733906,0.045960743,0.040697029,0.062858811,0.018345833
TCGA-DD-AAVU-01A-11D-A40S-05,Primary Tumor,0.823545731,0.123297128,0.018461705,0.41879382,0.885909772,0.332012788,0.026338381,0.901837426,0.021874042,0.013605168,0.9302207,0.038466497,0.271830942,0.04867602,0.031420156,0.061906855,0.020608693
TCGA-DD-AAVV-01A-11D-A40S-05,Primary Tumor,0.805744959,0.028975264,0.015440596,0.566169437,0.878059812,0.434026735,0.061456787,0.905724042,0.019805835,0.013113145,0.923620333,0.048923276,0.783641968,0.045031153,0.033458229,0.074408208,0.01761975
TCGA-DD-AAVW-01A-11D-A40S-05,Primary Tumor,0.784286293,0.067735032,0.016517595,0.676765115,0.878072286,0.696862999,0.040460828,0.922272264,0.018219389,0.013219024,0.947227234,0.049505764,0.887590915,0.046957598,0.038290169,0.12047324,0.018309618
TCGA-DD-AAVX-01A-11D-A40S-05,Primary Tumor,0.750452259,0.032791246,0.016936811,0.772454957,0.922760944,0.790962568,0.044724172,0.945009604,0.024987435,0.013430105,0.952212492,0.061182481,0.896777838,0.052036188,0.053021614,0.097873176,0.015957188
TCGA-DD-AAVY-01A-11D-A40S-05,Primary Tumor,0.762311501,0.021385614,0.016723695,0.730765337,0.925270321,0.237988018,0.032654653,0.929663393,0.018880543,0.012869973,0.938463222,0.060461712,0.193179129,0.035954273,0.030272609,0.075481082,0.018675009
TCGA-DD-AAVZ-01A-11D-A40S-05,Primary Tumor,0.885337982,0.127426451,0.019615342,0.726631633,0.891963221,0.821231817,0.041871135,0.942663296,0.019685426,0.015626141,0.924321078,0.060151442,0.894844161,0.040911844,0.036023408,0.086974523,0.020332189
TCGA-DD-AAW0-01A-11D-A40S-05,Primary Tumor,0.86241499,0.020196277,0.01414341,0.655102329,0.869228195,0.504988722,0.02520908,0.91906856,0.016097083,0.00892483,0.929821172,0.049936275,0.608097988,0.03972668,0.026156217,0.121645647,0.022489324
TCGA-DD-AAW1-01A-11D-A40X-05,Primary Tumor,0.739583493,0.011146275,0.018043297,0.6450153,0.920861582,0.416288438,0.043156299,0.919724801,0.01710333,0.01361397,0.937263747,0.062611344,0.561989947,0.052957025,0.045839197,0.076060987,0.015344634
TCGA-DD-AAW2-01A-11D-A40X-05,Primary Tumor,0.787412862,0.029612694,0.014339434,0.606138284,0.941416541,0.252099664,0.048444604,0.938919679,0.015934834,0.012412835,0.949301536,0.043983838,0.406908187,0.055199636,0.023787804,0.069425871,0.015168369
TCGA-DD-AAW3-01A-11D-A40X-05,Primary Tumor,0.648901883,0.014958905,0.0166581,0.862427804,0.927114933,0.368617312,0.034158106,0.945072328,0.023715099,0.01456188,0.958325899,0.066897845,0.565526672,0.072297195,0.04677163,0.083717594,0.017221
TCGA-ED-A459-01A-11D-A264-05,Primary Tumor,0.859277652,0.176037884,0.01147292,0.658864621,0.693970434,0.313417672,0.048727921,0.879255008,0.011027141,0.008682683,0.922351155,0.032436398,0.592217002,0.073758391,0.041784277,0.080148618,0.019200879
TCGA-ED-A4XI-01A-11D-A264-05,Primary Tumor,0.914122167,0.111584327,0.0137731,0.706027018,0.810427784,0.630169692,0.041396475,0.922455453,0.016303462,0.011919835,0.959426045,0.041201278,0.783737432,0.068358841,0.067244569,0.093398269,0.060437892
TCGA-ED-A5KG-01A-11D-A27W-05,Primary Tumor,0.931194113,0.013995808,0.020849515,0.751566673,0.879783193,0.802026739,0.031791066,0.930700169,0.0169993,0.011974768,0.946691691,0.033424006,0.918205233,0.065152372,0.052242565,0.064118547,0.019081942
TCGA-ED-A627-01A-12D-A30Y-05,Primary Tumor,0.887703467,0.050672009,0.014449953,0.587332501,0.721113618,0.481841977,0.022236043,0.930199929,0.014742002,0.010800607,0.924948562,0.049723601,0.731592445,0.063743613,0.032061363,0.093859904,0.030331106
TCGA-ED-A66X-01A-11D-A30Y-05,Primary Tumor,0.931838466,0.240718115,0.013328514,0.588980851,0.749180945,0.669105069,0.066370163,0.886276442,0.013200461,0.009154495,0.938257873,0.046383475,0.824409477,0.07898637,0.045625194,0.120827935,0.016197149
TCGA-ED-A66Y-01A-11D-A30Y-05,Primary Tumor,0.939641659,0.080772135,0.014872823,0.786330234,0.896723829,0.798547042,0.039728649,0.921929975,0.01614095,0.010619335,0.931439626,0.031383197,0.731594214,0.071903359,0.063392075,0.088199071,0.016475574
TCGA-ED-A7PX-01A-51D-A356-05,Primary Tumor,0.938987946,0.014461548,0.015437464,0.75069576,0.469902681,0.797947126,0.038646713,0.863336897,0.014514713,0.011650975,0.957807688,0.035013724,0.906801564,0.043676555,0.220314728,0.049755558,0.016804042
TCGA-ED-A7PY-01A-11D-A341-05,Primary Tumor,0.910999768,0.059540234,0.018459736,0.791728738,0.899509494,0.686184782,0.034635796,0.941400653,0.017410225,0.015182905,0.944510525,0.032122447,0.925642501,0.053955319,0.031580988,0.054720097,0.019256409
TCGA-ED-A7PZ-01A-11D-A341-05,Primary Tumor,0.792567483,0.135027442,0.014183018,0.483078675,0.607461755,0.459829615,0.053905649,0.712108192,0.013430056,0.012265697,0.890273652,0.041971208,0.474855918,0.059552629,0.041346171,0.107937132,0.02134006
TCGA-ED-A7XO-01A-11D-A356-05,Primary Tumor,0.933959715,0.015967142,0.01439805,0.592070052,0.857046204,0.343376215,0.032470279,0.924207095,0.017256537,0.011421243,0.94428222,0.032943,0.680738925,0.042065591,0.026278178,0.068553651,0.015508466
TCGA-ED-A7XP-01A-11D-A356-05,Primary Tumor,0.916815009,0.014756072,0.015539407,0.638278489,0.878230516,0.80628252,0.030117945,0.921143987,0.018831508,0.012419998,0.942536763,0.02742177,0.749239427,0.047791638,0.029526343,0.057058468,0.018439354
TCGA-ED-A82E-01A-11D-A356-05,Primary Tumor,0.938811828,0.011866001,0.013424166,0.813833676,0.906411898,0.86278496,0.030879655,0.904484634,0.014983736,0.012097982,0.929454484,0.028255578,0.90953665,0.053449003,0.175979889,0.06351527,0.019034973
TCGA-ED-A8O5-01A-11D-A369-05,Primary Tumor,0.861993567,0.053093147,0.02242467,0.812665077,0.763911055,0.836467642,0.037702925,0.937876076,0.026319219,0.013668742,0.938952476,0.041581825,0.895269116,0.054464588,0.056041228,0.083300985,0.024874507
TCGA-ED-A8O6-01A-11D-A369-05,Primary Tumor,0.611492272,0.014892666,0.018281707,0.646163589,0.895291067,0.68501609,0.026181082,0.93291201,0.020816529,0.014158489,0.935918561,0.045945461,0.831601475,0.040812254,0.029760624,0.068701511,0.0214806
TCGA-ED-A97K-01A-21D-A383-05,Primary Tumor,0.924623418,0.019095329,0.016638596,0.440113726,0.770049487,0.657577104,0.037448254,0.87020493,0.0205165,0.011453711,0.919151082,0.035023601,0.858172647,0.069414039,0.033678661,0.061264353,0.023543191
TCGA-EP-A12J-01A-11D-A132-05,Primary Tumor,0.943956544,0.052455928,0.015121598,0.77356612,0.925679632,0.438879971,0.038558301,0.922954087,0.022565052,0.189579978,0.935423998,0.051117284,0.95794214,0.067325788,0.059285361,0.080358434,0.017069265
TCGA-EP-A12J-11A-11D-A132-05,Solid Tissue Normal,0.9403409,0.094103647,0.014554041,0.755665382,0.683264867,0.504306739,0.056991978,0.895046637,0.015147041,0.012831727,0.930268201,0.041197428,0.87515714,0.075683704,0.087398204,0.066523377,0.019750367
TCGA-EP-A26S-01A-11D-A16X-05,Primary Tumor,0.837818764,0.098730024,0.058590547,0.772980112,0.934186679,0.875362509,0.09703444,0.948078168,0.03020341,0.026591065,0.861859004,0.053217949,0.81624168,0.094105401,0.057044867,0.111040499,0.016806312
TCGA-EP-A26S-11A-12D-A16X-05,Solid Tissue Normal,0.9005989,0.060610004,0.016543809,0.662056263,0.822981933,0.43680547,0.050695943,0.927611806,0.017313667,0.012363905,0.938169495,0.038440178,0.750043842,0.072707743,0.078619585,0.079039681,0.015071954
TCGA-EP-A2KA-01A-11D-A17Z-05,Primary Tumor,0.934105546,0.107811738,0.011055738,0.460895532,0.925024326,0.667718208,0.048849402,0.892775274,0.013179395,0.009401132,0.943140451,0.058339554,0.757553629,0.088811561,0.07695746,0.082141782,0.016713741
TCGA-EP-A2KB-01A-11D-A17Z-05,Primary Tumor,0.891138597,0.105019208,0.036102293,0.808927196,0.949899636,0.915069026,0.045918998,0.955382667,0.018373175,0.021646558,0.958366214,0.036664806,0.931865615,0.076613349,0.120322775,0.080693614,0.013955754
TCGA-EP-A2KC-01A-11D-A20Z-05,Primary Tumor,0.898155564,0.17429474,0.015511054,0.697134636,0.915009346,0.784338074,0.067367215,0.92624383,0.019560221,0.009764514,0.932905968,0.04434717,0.919580011,0.093464153,0.038750144,0.068919683,0.019546206
TCGA-EP-A3JL-01A-11D-A20Z-05,Primary Tumor,0.907464656,0.216491228,0.013842603,0.714737045,0.847690846,0.502138981,0.066303895,0.900033695,0.01828927,0.01123014,0.95057219,0.043675176,0.941523883,0.067071841,0.029872762,0.113186249,0.029164688
TCGA-EP-A3RK-01A-11D-A22H-05,Primary Tumor,0.938756534,0.01277197,0.015319645,0.739224092,0.858247504,0.499393287,0.035262969,0.899252578,0.015481898,0.011779988,0.956127479,0.04358063,0.867597922,0.052913171,0.04059953,0.065203398,0.016190793
TCGA-ES-A2HS-01A-11D-A17Z-05,Primary Tumor,0.911627757,0.066695648,0.013594396,0.469237663,0.634220988,0.315631574,0.061156038,0.939994575,0.016255778,0.011781038,0.957793603,0.034346539,0.911493425,0.059165336,0.056059082,0.087630783,0.020370985
TCGA-ES-A2HS-11A-11D-A17Z-05,Solid Tissue Normal,0.938134758,0.097085859,0.011335744,0.628180326,0.722892863,0.412080189,0.059994674,0.939777527,0.014932033,0.010358636,0.957081661,0.031505015,0.898850598,0.100029957,0.061623287,0.075321334,0.018509332
